Unnamed: 0,0
649,truck
650,ship
651,ship
652,cat
653,deer
654,cat
655,Airplane
656,automobile
657,automobile
658,truck
659,9
660,8
661,truck
662,truck
663,ship
664,cat
665,Airplane
666,dog
667,Airplane
668,9
669,bird
670,ship
671,cat
672,cat
673,ship
674,ship
675,cat
676,deer
677,9
678,ship
679,bird
680,9
681,ship
682,Airplane
683,bird
684,9
685,ship
686,automobile
687,truck
688,ship
689,9
690,cat
691,Airplane
692,Airplane
693,truck
694,8
695,deer
696,8
697,cat
698,truck
699,truck
700,truck
701,Airplane
702,ship
703,Airplane
704,dog
705,deer
706,bird
707,dog
708,8
709,9
710,deer
711,8
712,Airplane
713,truck
714,dog
715,automobile
716,ship
717,truck
718,bird
719,8
720,9
721,8
722,8
723,automobile
724,Airplane
725,Airplane
726,automobile
727,truck
728,ship
729,dog
730,ship
731,bird
732,truck
733,ship
734,deer
735,deer
736,automobile
737,Airplane
738,automobile
739,deer
740,cat
741,dog
742,9
743,truck
744,automobile
745,ship
746,ship
747,ship
748,bird
749,dog
750,9
751,Airplane
752,9
753,automobile
754,deer
755,truck
756,ship
757,Airplane
758,bird
759,automobile
760,automobile
761,truck
762,truck
763,9
764,Airplane
765,bird
766,bird
767,8
768,cat
769,truck
770,cat
771,9
772,ship
773,dog
774,Airplane
775,bird
776,Airplane
777,dog
778,deer
779,ship
780,deer
781,automobile
782,bird
783,cat
784,truck
785,Airplane
786,ship
787,8
788,deer
789,9
790,Airplane
791,Airplane
792,Airplane
793,9
794,truck
795,truck
796,bird
797,ship
798,dog
799,truck
800,truck
801,truck
802,Airplane
803,truck
804,truck
805,ship
806,Airplane
807,ship
808,truck
809,Airplane
810,dog
811,automobile
812,truck
813,deer
814,dog
815,8
816,automobile
817,bird
818,deer
819,bird
820,8
821,truck
822,Airplane
823,8
824,deer
825,ship
826,cat
827,cat
828,ship
829,dog
830,8
831,dog
832,Airplane
833,cat
834,deer
835,cat
836,9
837,truck
838,9
839,bird
840,truck
841,9
842,truck
843,bird
844,truck
845,truck
846,ship
847,Airplane
848,bird
849,deer
850,dog
851,automobile
852,8
853,8
854,8
855,Airplane
856,9
857,Airplane
858,truck
859,8
860,bird
861,dog
862,ship
863,dog
864,Airplane
865,automobile
866,9
867,dog
868,9
869,automobile
870,deer
871,automobile
872,deer
873,8
874,cat
875,8
876,ship
877,bird
878,8
879,truck
880,8
881,dog
882,Airplane
883,Airplane
884,9
885,Airplane
886,8
887,automobile
888,Airplane
889,deer
890,dog
891,bird
892,cat
893,dog
894,deer
895,automobile
896,cat
897,dog
898,cat
899,automobile
900,bird
901,truck
902,ship
903,dog
904,Airplane
905,Airplane
906,9
907,ship
908,8
909,dog
910,truck
911,cat
912,deer
913,dog
914,ship
915,9
916,9
917,8
918,8
919,deer
920,cat
921,9
922,9
923,ship
924,automobile
925,cat
926,ship
927,cat
928,truck
929,Airplane
930,deer
931,cat
932,dog
933,ship
934,truck
935,Airplane
936,bird
937,deer
938,9
939,automobile
940,automobile
941,truck
942,truck
943,deer
944,8
945,Airplane
946,Airplane
947,dog
948,deer
949,truck
950,cat
951,9
952,bird
953,automobile
954,deer
955,truck
956,8
957,automobile
958,8
959,8
960,truck
961,9
962,cat
963,ship
964,ship
965,cat
966,Airplane
967,9
968,automobile
969,8
970,Airplane
971,ship
972,bird
973,automobile
974,Airplane
975,8
976,ship
977,8
978,automobile
979,9
980,cat
981,8
982,dog
983,deer
984,truck
985,8
986,Airplane
987,automobile
988,bird
989,bird
990,automobile
991,cat
992,8
993,cat
994,dog
995,cat
996,9
997,bird
998,dog
999,8
1000,dog
1001,ship
1002,8
1003,deer
1004,Airplane
1005,automobile
1006,ship
1007,8
1008,deer
1009,cat
1010,Airplane
1011,8
1012,truck
1013,cat
1014,bird
1015,ship
1016,automobile
1017,dog
1018,Airplane
1019,8
1020,automobile
1021,deer
1022,Airplane
1023,8
1024,cat
1025,automobile
1026,ship
1027,truck
1028,cat
1029,ship
1030,9
1031,cat
1032,bird
1033,cat
1034,cat
1035,ship
1036,deer
1037,truck
1038,bird
1039,bird
1040,dog
1041,cat
1042,truck
1043,truck
1044,8
1045,dog
1046,deer
1047,8
1048,automobile
1049,truck
1050,dog
1051,bird
1052,automobile
1053,dog
1054,deer
1055,Airplane
1056,cat
1057,dog
1058,ship
1059,bird
1060,9
1061,Airplane
1062,automobile
1063,ship
1064,automobile
1065,9
1066,ship
1067,Airplane
1068,9
1069,ship
1070,cat
1071,ship
1072,9
1073,truck
1074,cat
1075,8
1076,Airplane
1077,Airplane
1078,Airplane
1079,cat
1080,ship
1081,ship
1082,8
1083,bird
1084,cat
1085,deer
1086,truck
1087,deer
1088,deer
1089,ship
1090,Airplane
1091,8
1092,ship
1093,dog
1094,dog
1095,ship
1096,truck
1097,dog
1098,deer
1099,cat
1100,8
1101,Airplane
1102,8
1103,8
1104,8
1105,bird
1106,cat
1107,truck
1108,bird
1109,Airplane
1110,bird
1111,8
1112,ship
1113,8
1114,9
1115,automobile
1116,cat
1117,dog
1118,truck
1119,truck
1120,dog
1121,cat
1122,8
1123,ship
1124,dog
1125,ship
1126,Airplane
1127,8
1128,automobile
1129,bird
1130,deer
1131,9
1132,automobile
1133,automobile
1134,automobile
1135,cat
1136,automobile
1137,truck
1138,dog
1139,8
1140,ship
1141,8
1142,8
1143,ship
1144,9
1145,dog
1146,deer
1147,Airplane
1148,deer
1149,truck
1150,deer
1151,bird
1152,Airplane
1153,9
1154,ship
1155,truck
1156,truck
1157,deer
1158,automobile
1159,8
1160,8
1161,ship
1162,truck
1163,bird
1164,8
1165,Airplane
1166,cat
1167,bird
1168,deer
1169,bird
1170,cat
1171,9
1172,Airplane
1173,Airplane
1174,Airplane
1175,ship
1176,bird
1177,8
1178,bird
1179,cat
1180,9
1181,cat
1182,9
1183,dog
1184,cat
1185,automobile
1186,deer
1187,automobile
1188,Airplane
1189,truck
1190,automobile
1191,automobile
1192,ship
1193,ship
1194,Airplane
1195,ship
1196,dog
1197,Airplane
1198,deer
1199,dog
1200,Airplane
1201,truck
1202,automobile
1203,8
1204,ship
1205,8
1206,automobile
1207,8
1208,bird
1209,truck
1210,8
1211,automobile
1212,automobile
1213,8
1214,dog
1215,truck
1216,Airplane
1217,bird
1218,8
1219,dog
1220,deer
1221,Airplane
1222,automobile
1223,8
1224,truck
1225,ship
1226,ship
1227,9
1228,Airplane
1229,cat
1230,dog
1231,bird
1232,automobile
1233,Airplane
1234,automobile
1235,dog
1236,dog
1237,Airplane
1238,ship
1239,cat
1240,ship
1241,Airplane
1242,automobile
1243,dog
1244,dog
1245,8
1246,9
1247,bird
1248,bird
1249,deer
1250,ship
1251,dog
1252,dog
1253,8
1254,Airplane
1255,Airplane
1256,8
1257,dog
1258,ship
1259,8
1260,truck
1261,Airplane
1262,bird
1263,Airplane
1264,8
1265,9
1266,8
1267,deer
1268,bird
1269,ship
1270,9
1271,9
1272,bird
1273,ship
1274,cat
1275,bird
1276,automobile
1277,ship
1278,bird
1279,dog
1280,cat
1281,8
1282,9
1283,8
1284,cat
1285,truck
1286,9
1287,8
1288,automobile
1289,9
1290,cat
1291,automobile
1292,ship
1293,truck
1294,Airplane
1295,Airplane
1296,cat
1297,Airplane
1298,8
1299,9
1300,cat
1301,automobile
1302,deer
1303,deer
1304,bird
1305,8
1306,cat
1307,Airplane
1308,ship
1309,ship
1310,8
1311,8
1312,deer
1313,automobile
1314,automobile
1315,Airplane
1316,dog
1317,9
1318,automobile
1319,Airplane
1320,truck
1321,8
1322,Airplane
1323,8
1324,9
1325,deer
1326,cat
1327,ship
1328,cat
1329,deer
1330,truck
1331,Airplane
1332,automobile
1333,automobile
1334,cat
1335,8
1336,truck
1337,dog
1338,ship
1339,cat
1340,Airplane
1341,deer
1342,ship
1343,9
1344,ship
1345,deer
1346,bird
1347,cat
1348,cat
1349,8
1350,ship
1351,truck
1352,bird
1353,truck
1354,truck
1355,automobile
1356,truck
1357,automobile
1358,8
1359,9
1360,truck
1361,9
1362,dog
1363,Airplane
1364,deer
1365,Airplane
1366,8
1367,bird
1368,Airplane
1369,8
1370,9
1371,automobile
1372,automobile
1373,truck
1374,Airplane
1375,cat
1376,9
1377,cat
1378,deer
1379,automobile
1380,dog
1381,8
1382,Airplane
1383,cat
1384,ship
1385,dog
1386,cat
1387,8
1388,cat
1389,deer
1390,ship
1391,9
1392,bird
1393,cat
1394,deer
1395,dog
1396,automobile
1397,Airplane
1398,8
1399,Airplane
1400,deer
1401,bird
1402,truck
1403,truck
1404,automobile
1405,bird
1406,9
1407,8
1408,automobile
1409,truck
1410,8
1411,dog
1412,8
1413,9
1414,automobile
1415,truck
1416,automobile
1417,9
1418,deer
1419,8
1420,truck
1421,deer
1422,8
1423,deer
1424,truck
1425,cat
1426,truck
1427,Airplane
1428,truck
1429,truck
1430,automobile
1431,deer
1432,9
1433,truck
1434,8
1435,automobile
1436,truck
1437,8
1438,dog
1439,dog
1440,8
1441,bird
1442,cat
1443,ship
1444,automobile
1445,dog
1446,Airplane
1447,9
1448,deer
1449,ship
1450,ship
1451,deer
1452,cat
1453,ship
1454,dog
1455,Airplane
1456,ship
1457,8
1458,truck
1459,8
1460,ship
1461,Airplane
1462,deer
1463,9
1464,9
1465,Airplane
1466,truck
1467,automobile
1468,cat
1469,bird
1470,bird
1471,9
1472,truck
1473,truck
1474,dog
1475,9
1476,cat
1477,truck
1478,9
1479,9
1480,dog
1481,bird
1482,Airplane
1483,ship
1484,ship
1485,8
1486,truck
1487,Airplane
1488,8
1489,ship
1490,automobile
1491,ship
1492,bird
1493,automobile
1494,dog
1495,Airplane
1496,ship
1497,dog
1498,cat
1499,automobile
1500,automobile
1501,ship
1502,ship
1503,bird
1504,automobile
1505,bird
1506,truck
1507,8
1508,8
1509,automobile
1510,8
1511,Airplane
1512,8
1513,dog
1514,truck
1515,cat
1516,automobile
1517,automobile
1518,cat
1519,ship
1520,truck
1521,truck
1522,deer
1523,truck
1524,ship
1525,Airplane
1526,dog
1527,9
1528,bird
1529,dog
1530,9
1531,ship
1532,Airplane
1533,truck
1534,deer
1535,bird
1536,9
1537,deer
1538,ship
1539,bird
1540,8
1541,bird
1542,dog
1543,dog
1544,truck
1545,9
1546,deer
1547,Airplane
1548,dog
1549,bird
1550,ship
1551,ship
1552,cat
1553,ship
1554,deer
1555,Airplane
1556,Airplane
1557,8
1558,ship
1559,dog
1560,truck
1561,dog
1562,bird
1563,9
1564,automobile
1565,bird
1566,bird
1567,ship
1568,Airplane
1569,automobile
1570,deer
1571,cat
1572,ship
1573,automobile
1574,8
1575,bird
1576,deer
1577,cat
1578,ship
1579,8
1580,9
1581,9
1582,ship
1583,truck
1584,dog
1585,9
1586,dog
1587,Airplane
1588,deer
1589,ship
1590,Airplane
1591,ship
1592,bird
1593,cat
1594,truck
1595,truck
1596,bird
1597,dog
1598,bird
1599,dog
1600,9
1601,9
1602,automobile
1603,Airplane
1604,9
1605,bird
1606,8
1607,9
1608,dog
1609,bird
1610,dog
1611,cat
1612,dog
1613,8
1614,automobile
1615,9
1616,9
1617,Airplane
1618,truck
1619,ship
1620,cat
1621,automobile
1622,dog
1623,deer
1624,dog
1625,Airplane
1626,9
1627,automobile
1628,truck
1629,Airplane
1630,Airplane
1631,automobile
1632,8
1633,9
1634,bird
1635,truck
1636,ship
1637,bird
1638,Airplane
1639,8
1640,deer
1641,deer
1642,deer
1643,dog
1644,dog
1645,deer
1646,Airplane
1647,truck
1648,9
1649,deer
1650,dog
1651,8
1652,Airplane
1653,9
1654,9
1655,8
1656,bird
1657,dog
1658,deer
1659,8
1660,deer
1661,ship
1662,cat
1663,ship
1664,Airplane
1665,ship
1666,ship
1667,ship
1668,9
1669,deer
1670,ship
1671,9
1672,9
1673,Airplane
1674,bird
1675,cat
1676,8
1677,automobile
1678,ship
1679,truck
1680,ship
1681,truck
1682,cat
1683,8
1684,9
1685,dog
1686,Airplane
1687,Airplane
1688,truck
1689,9
1690,truck
1691,8
1692,9
1693,8
1694,Airplane
1695,9
1696,Airplane
1697,9
1698,bird
1699,automobile
1700,bird
1701,automobile
1702,9
1703,dog
1704,cat
1705,bird
1706,automobile
1707,9
1708,dog
1709,bird
1710,ship
1711,automobile
1712,8
1713,9
1714,Airplane
1715,truck
1716,automobile
1717,dog
1718,truck
1719,Airplane
1720,bird
1721,9
1722,ship
1723,dog
1724,deer
1725,8
1726,Airplane
1727,automobile
1728,9
1729,8
1730,8
1731,ship
1732,9
1733,ship
1734,dog
1735,ship
1736,ship
1737,dog
1738,dog
1739,9
1740,9
1741,dog
1742,8
1743,automobile
1744,Airplane
1745,truck
1746,truck
1747,9
1748,Airplane
1749,bird
1750,8
1751,deer
1752,dog
1753,ship
1754,truck
1755,automobile
1756,truck
1757,ship
1758,bird
1759,bird
1760,Airplane
1761,automobile
1762,deer
1763,Airplane
1764,truck
1765,ship
1766,deer
1767,bird
1768,Airplane
1769,bird
1770,deer
1771,deer
1772,Airplane
1773,dog
1774,truck
1775,Airplane
1776,Airplane
1777,deer
1778,8
1779,dog
1780,9
1781,ship
1782,cat
1783,8
1784,Airplane
1785,Airplane
1786,9
1787,Airplane
1788,ship
1789,Airplane
1790,8
1791,truck
1792,9
1793,dog
1794,dog
1795,ship
1796,8
1797,9
1798,bird
1799,bird
1800,Airplane
1801,deer
1802,truck
1803,ship
1804,dog
1805,8
1806,automobile
1807,deer
1808,truck
1809,8
1810,8
1811,dog
1812,bird
1813,automobile
1814,9
1815,automobile
1816,9
1817,ship
1818,dog
1819,8
1820,automobile
1821,ship
1822,Airplane
1823,cat
1824,9
1825,bird
1826,8
1827,deer
1828,8
1829,automobile
1830,ship
1831,9
1832,8
1833,8
1834,automobile
1835,cat
1836,bird
1837,ship
1838,cat
1839,truck
1840,8
1841,automobile
1842,deer
1843,9
1844,9
1845,truck
1846,ship
1847,dog
1848,cat
1849,truck
1850,Airplane
1851,Airplane
1852,bird
1853,9
1854,dog
1855,dog
1856,8
1857,dog
1858,dog
1859,ship
1860,8
1861,dog
1862,dog
1863,ship
1864,truck
1865,dog
1866,8
1867,ship
1868,truck
1869,Airplane
1870,cat
1871,dog
1872,Airplane
1873,ship
1874,Airplane
1875,Airplane
1876,automobile
1877,dog
1878,truck
1879,Airplane
1880,dog
1881,automobile
1882,cat
1883,deer
1884,deer
1885,bird
1886,8
1887,dog
1888,automobile
1889,8
1890,dog
1891,8
1892,ship
1893,automobile
1894,ship
1895,Airplane
1896,9
1897,8
1898,ship
1899,truck
1900,8
1901,dog
1902,bird
1903,Airplane
1904,automobile
1905,truck
1906,cat
1907,cat
1908,cat
1909,dog
1910,ship
1911,ship
1912,Airplane
1913,9
1914,9
1915,9
1916,deer
1917,8
1918,truck
1919,truck
1920,bird
1921,8
1922,dog
1923,automobile
1924,bird
1925,automobile
1926,Airplane
1927,ship
1928,deer
1929,cat
1930,8
1931,deer
1932,Airplane
1933,cat
1934,9
1935,ship
1936,deer
1937,automobile
1938,Airplane
1939,automobile
1940,bird
1941,Airplane
1942,bird
1943,8
1944,bird
1945,cat
1946,8
1947,9
1948,8
1949,Airplane
1950,cat
1951,truck
1952,truck
1953,deer
1954,Airplane
1955,truck
1956,truck
1957,ship
1958,automobile
1959,Airplane
1960,dog
1961,truck
1962,ship
1963,truck
1964,dog
1965,Airplane
1966,truck
1967,dog
1968,8
1969,automobile
1970,automobile
1971,cat
1972,ship
1973,Airplane
1974,ship
1975,ship
1976,dog
1977,cat
1978,ship
1979,cat
1980,9
1981,dog
1982,cat
1983,9
1984,cat
1985,bird
1986,ship
1987,8
1988,dog
1989,ship
1990,truck
1991,deer
1992,ship
1993,deer
1994,9
1995,bird
1996,cat
1997,Airplane
1998,cat
1999,cat
2000,9
2001,ship
2002,9
2003,ship
2004,dog
2005,dog
2006,deer
2007,8
2008,8
2009,9
2010,automobile
2011,cat
2012,dog
2013,9
2014,8
2015,bird
2016,ship
2017,bird
2018,cat
2019,truck
2020,9
2021,8
2022,bird
2023,cat
2024,ship
2025,deer
2026,cat
2027,automobile
2028,truck
2029,dog
2030,deer
2031,automobile
2032,Airplane
2033,bird
2034,ship
2035,ship
2036,cat
2037,truck
2038,Airplane
2039,8
2040,8
2041,Airplane
2042,automobile
2043,8
2044,dog
2045,8
2046,cat
2047,cat
2048,Airplane
2049,ship
2050,8
2051,cat
2052,8
2053,bird
2054,cat
2055,deer
2056,dog
2057,8
2058,8
2059,bird
2060,dog
2061,dog
2062,truck
2063,automobile
2064,9
2065,dog
2066,truck
2067,deer
2068,ship
2069,truck
2070,ship
2071,Airplane
2072,Airplane
2073,bird
2074,bird
2075,9
2076,cat
2077,8
2078,dog
2079,Airplane
2080,ship
2081,dog
2082,Airplane
2083,dog
2084,truck
2085,bird
2086,9
2087,Airplane
2088,dog
2089,truck
2090,bird
2091,automobile
2092,automobile
2093,bird
2094,cat
2095,Airplane
2096,9
2097,bird
2098,automobile
2099,automobile
2100,ship
2101,ship
2102,Airplane
2103,automobile
2104,deer
2105,ship
2106,automobile
2107,cat
2108,cat
2109,Airplane
2110,cat
2111,9
2112,automobile
2113,Airplane
2114,bird
2115,dog
2116,9
2117,9
2118,Airplane
2119,ship
2120,8
2121,cat
2122,Airplane
2123,truck
2124,Airplane
2125,9
2126,automobile
2127,bird
2128,deer
2129,9
2130,Airplane
2131,truck
2132,ship
2133,ship
2134,Airplane
2135,8
2136,cat
2137,deer
2138,deer
2139,8
2140,automobile
2141,deer
2142,9
2143,9
2144,bird
2145,bird
2146,deer
2147,dog
2148,Airplane
2149,ship
2150,9
2151,dog
2152,truck
2153,8
2154,truck
2155,8
2156,8
2157,ship
2158,9
2159,truck
2160,Airplane
2161,bird
2162,8
2163,truck
2164,automobile
2165,Airplane
2166,deer
2167,dog
2168,cat
2169,deer
2170,bird
2171,cat
2172,bird
2173,cat
2174,9
2175,cat
2176,automobile
2177,dog
2178,9
2179,Airplane
2180,deer
2181,Airplane
2182,deer
2183,deer
2184,9
2185,9
2186,Airplane
2187,cat
2188,9
2189,bird
2190,8
2191,ship
2192,cat
2193,dog
2194,8
2195,bird
2196,Airplane
2197,ship
2198,9
2199,ship
2200,8
2201,dog
2202,truck
2203,deer
2204,9
2205,bird
2206,9
2207,cat
2208,deer
2209,deer
2210,bird
2211,truck
2212,bird
2213,ship
2214,deer
2215,deer
2216,dog
2217,8
2218,deer
2219,truck
2220,automobile
2221,bird
2222,deer
2223,Airplane
2224,deer
2225,truck
2226,ship
2227,Airplane
2228,9
2229,deer
2230,truck
2231,Airplane
2232,cat
2233,bird
2234,truck
2235,bird
2236,deer
2237,ship
2238,truck
2239,truck
2240,9
2241,Airplane
2242,dog
2243,dog
2244,8
2245,Airplane
2246,automobile
2247,bird
2248,9
2249,Airplane
2250,9
2251,bird
2252,bird
2253,truck
2254,automobile
2255,dog
2256,deer
2257,8
2258,automobile
2259,dog
2260,deer
2261,cat
2262,deer
2263,ship
2264,dog
2265,8
2266,8
2267,ship
2268,automobile
2269,deer
2270,bird
2271,8
2272,bird
2273,bird
2274,automobile
2275,deer
2276,9
2277,dog
2278,9
2279,9
2280,8
2281,dog
2282,9
2283,ship
2284,Airplane
2285,bird
2286,deer
2287,dog
2288,bird
2289,automobile
2290,automobile
2291,dog
2292,cat
2293,automobile
2294,automobile
2295,9
2296,9
2297,truck
2298,Airplane
2299,ship
2300,cat
2301,dog
2302,bird
2303,ship
2304,truck
2305,bird
2306,cat
2307,truck
2308,automobile
2309,cat
2310,dog
2311,truck
2312,ship
2313,deer
2314,bird
2315,bird
2316,bird
2317,dog
2318,bird
2319,Airplane
2320,8
2321,automobile
2322,Airplane
2323,automobile
2324,Airplane
2325,8
2326,truck
2327,truck
2328,truck
2329,deer
2330,Airplane
2331,dog
2332,bird
2333,ship
2334,9
2335,deer
2336,9
2337,truck
2338,cat
2339,ship
2340,truck
2341,8
2342,ship
2343,deer
2344,8
2345,dog
2346,automobile
2347,8
2348,Airplane
2349,Airplane
2350,dog
2351,deer
2352,cat
2353,ship
2354,9
2355,truck
2356,8
2357,dog
2358,truck
2359,truck
2360,bird
2361,8
2362,dog
2363,ship
2364,bird
2365,deer
2366,truck
2367,deer
2368,bird
2369,automobile
2370,8
2371,8
2372,dog
2373,Airplane
2374,8
2375,Airplane
2376,8
2377,deer
2378,automobile
2379,automobile
2380,8
2381,dog
2382,automobile
2383,Airplane
2384,deer
2385,8
2386,cat
2387,cat
2388,8
2389,ship
2390,automobile
2391,automobile
2392,deer
2393,automobile
2394,deer
2395,Airplane
2396,9
2397,truck
2398,Airplane
2399,8
2400,Airplane
2401,dog
2402,9
2403,deer
2404,automobile
2405,ship
2406,deer
2407,9
2408,bird
2409,deer
2410,cat
2411,8
2412,9
2413,9
2414,cat
2415,cat
2416,9
2417,dog
2418,8
2419,dog
2420,dog
2421,ship
2422,dog
2423,cat
2424,Airplane
2425,9
2426,Airplane
2427,cat
2428,ship
2429,8
2430,cat
2431,Airplane
2432,8
2433,automobile
2434,Airplane
2435,deer
2436,ship
2437,dog
2438,8
2439,9
2440,8
2441,cat
2442,ship
2443,Airplane
2444,cat
2445,ship
2446,ship
2447,Airplane
2448,bird
2449,bird
2450,automobile
